,,,,,,1,2,3,4,5,6
c-CNC_COM,,,,,,,,,,,
d-0,,,,,,,,,,,
p-ICMP,,,,,,,,,,,
x-OUT,,,,,,,,,,,
r-PRIVATE,,,,,,,,,,,
l-2,,,,,,,,,,,
p-TCP,,,,,,,,,,,
c-NaN,,,,,,,,,,,
c-DDOS,d-51390,r-PRIVATE,x-OUT,,,,,,,,
d-51390,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51390,l-2,p-TCP,x-OUT,,,,,,,,
d-51390,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51390,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51391,l-2,p-TCP,,,,,,,,
c-DDOS,d-51391,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51391,l-2,x-OUT,,,,,,,,
c-DDOS,d-51391,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51391,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51391,r-PRIVATE,x-OUT,,,,,,,,
d-51391,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51391,l-2,p-TCP,x-OUT,,,,,,,,
d-51391,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51391,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51392,l-2,p-TCP,,,,,,,,
c-DDOS,d-51392,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51392,l-2,x-OUT,,,,,,,,
c-DDOS,d-51392,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51392,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51392,r-PRIVATE,x-OUT,,,,,,,,
d-51392,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51392,l-2,p-TCP,x-OUT,,,,,,,,
d-51392,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51392,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51393,l-2,p-TCP,,,,,,,,
c-DDOS,d-51393,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51393,l-2,x-OUT,,,,,,,,
c-DDOS,d-51393,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51393,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51393,r-PRIVATE,x-OUT,,,,,,,,
d-51393,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51393,l-2,p-TCP,x-OUT,,,,,,,,
d-51393,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51393,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51394,l-2,p-TCP,,,,,,,,
c-DDOS,d-51394,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51394,l-2,x-OUT,,,,,,,,
c-DDOS,d-51394,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51394,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51394,r-PRIVATE,x-OUT,,,,,,,,
d-51394,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51394,l-2,p-TCP,x-OUT,,,,,,,,
d-51394,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51394,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51395,l-2,p-TCP,,,,,,,,
c-DDOS,d-51395,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51395,l-2,x-OUT,,,,,,,,
c-DDOS,d-51395,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51395,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51395,r-PRIVATE,x-OUT,,,,,,,,
d-51395,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51395,l-2,p-TCP,x-OUT,,,,,,,,
d-51395,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51395,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51396,l-2,p-TCP,,,,,,,,
c-DDOS,d-51396,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51396,l-2,x-OUT,,,,,,,,
c-DDOS,d-51396,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51396,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51396,r-PRIVATE,x-OUT,,,,,,,,
d-51396,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51396,l-2,p-TCP,x-OUT,,,,,,,,
d-51396,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51396,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51397,l-2,p-TCP,,,,,,,,
c-DDOS,d-51397,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51397,l-2,x-OUT,,,,,,,,
c-DDOS,d-51397,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51397,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51397,r-PRIVATE,x-OUT,,,,,,,,
d-51397,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51397,l-2,p-TCP,x-OUT,,,,,,,,
d-51397,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51397,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51398,l-2,p-TCP,,,,,,,,
c-DDOS,d-51398,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51398,l-2,x-OUT,,,,,,,,
c-DDOS,d-51398,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51398,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51398,r-PRIVATE,x-OUT,,,,,,,,
d-51398,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51398,l-2,p-TCP,x-OUT,,,,,,,,
d-51398,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51398,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-CNC_COM,d-0,l-2,p-ICMP,r-PRIVATE,,,,,,,
c-CNC_COM,d-0,l-2,p-ICMP,x-OUT,,,,,,,
c-CNC_COM,d-0,l-2,r-PRIVATE,x-OUT,,,,,,,
c-CNC_COM,d-0,p-ICMP,r-PRIVATE,x-OUT,,,,,,,
c-CNC_COM,l-2,p-ICMP,r-PRIVATE,x-OUT,,,,,,,
d-0,l-2,p-ICMP,r-PRIVATE,x-OUT,,,,,,,
c-NaN,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-NaN,d-60476,l-2,p-TCP,r-PRIVATE,,,,,,,
c-NaN,d-60476,l-2,p-TCP,x-OUT,,,,,,,
c-NaN,d-60476,l-2,r-PRIVATE,x-OUT,,,,,,,
c-NaN,d-60476,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-60476,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-22,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-80,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-NaN,d-60477,l-2,p-TCP,r-PRIVATE,,,,,,,
c-NaN,d-60477,l-2,p-TCP,x-OUT,,,,,,,
c-NaN,d-60477,l-2,r-PRIVATE,x-OUT,,,,,,,
c-NaN,d-60477,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-60477,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-21,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-NaN,d-60478,l-2,p-TCP,r-PRIVATE,,,,,,,
c-NaN,d-60478,l-2,p-TCP,x-OUT,,,,,,,
c-NaN,d-60478,l-2,r-PRIVATE,x-OUT,,,,,,,
c-NaN,d-60478,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-60478,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-SCAN,d-0,l-2,p-ICMP,r-PRIVATE,,,,,,,
c-SCAN,d-0,l-2,p-ICMP,x-OUT,,,,,,,
c-SCAN,d-0,l-2,r-PRIVATE,x-OUT,,,,,,,
c-SCAN,d-0,p-ICMP,r-PRIVATE,x-OUT,,,,,,,
c-SCAN,l-2,p-ICMP,r-PRIVATE,x-OUT,,,,,,,
c-SCAN,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-SCAN,d-47042,l-2,p-TCP,r-PRIVATE,,,,,,,
c-SCAN,d-47042,l-2,p-TCP,x-OUT,,,,,,,
c-SCAN,d-47042,l-2,r-PRIVATE,x-OUT,,,,,,,
c-SCAN,d-47042,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-47042,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-SCAN,d-22,l-2,p-TCP,r-PRIVATE,,,,,,,
c-SCAN,d-22,l-2,p-TCP,x-OUT,,,,,,,
c-SCAN,d-22,l-2,r-PRIVATE,x-OUT,,,,,,,
c-SCAN,d-22,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-LOGIN,l-2,p-SSH,r-PRIVATE,x-OUT,,,,,,,
c-LOGIN,d-22,l-2,p-SSH,r-PRIVATE,,,,,,,
c-LOGIN,d-22,l-2,p-SSH,x-OUT,,,,,,,
c-LOGIN,d-22,l-2,r-PRIVATE,x-OUT,,,,,,,
c-LOGIN,d-22,p-SSH,r-PRIVATE,x-OUT,,,,,,,
d-22,l-2,p-SSH,r-PRIVATE,x-OUT,,,,,,,
c-LOGIN,l-2,p-SSHv2,r-PRIVATE,x-OUT,,,,,,,
c-LOGIN,d-22,l-2,p-SSHv2,r-PRIVATE,,,,,,,
c-LOGIN,d-22,l-2,p-SSHv2,x-OUT,,,,,,,
c-LOGIN,d-22,p-SSHv2,r-PRIVATE,x-OUT,,,,,,,
d-22,l-2,p-SSHv2,r-PRIVATE,x-OUT,,,,,,,
c-NaN,d-60732,l-2,p-TCP,r-PRIVATE,,,,,,,
c-NaN,d-60732,l-2,p-TCP,x-OUT,,,,,,,
c-NaN,d-60732,l-2,r-PRIVATE,x-OUT,,,,,,,
c-NaN,d-60732,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-60732,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-NaN,d-60733,l-2,p-TCP,r-PRIVATE,,,,,,,
c-NaN,d-60733,l-2,p-TCP,x-OUT,,,,,,,
c-NaN,d-60733,l-2,r-PRIVATE,x-OUT,,,,,,,
c-NaN,d-60733,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-60733,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-NaN,d-60734,l-2,p-TCP,r-PRIVATE,,,,,,,
c-NaN,d-60734,l-2,p-TCP,x-OUT,,,,,,,
c-NaN,d-60734,l-2,r-PRIVATE,x-OUT,,,,,,,
c-NaN,d-60734,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-60734,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-SCAN,d-57598,l-2,p-TCP,r-PRIVATE,,,,,,,
c-SCAN,d-57598,l-2,p-TCP,x-OUT,,,,,,,
c-SCAN,d-57598,l-2,r-PRIVATE,x-OUT,,,,,,,
c-SCAN,d-57598,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-57598,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-LOGIN,d-57598,l-2,r-PRIVATE,x-OUT,,,,,,,
c-LOGIN,d-57598,l-2,p-SSHv2,r-PRIVATE,,,,,,,
c-LOGIN,d-57598,l-2,p-SSHv2,x-OUT,,,,,,,
c-LOGIN,d-57598,p-SSHv2,r-PRIVATE,x-OUT,,,,,,,
d-57598,l-2,p-SSHv2,r-PRIVATE,x-OUT,,,,,,,
c-MAL_DOWN,d-21,l-2,p-TCP,r-PRIVATE,,,,,,,
c-MAL_DOWN,d-21,l-2,p-TCP,x-OUT,,,,,,,
c-MAL_DOWN,d-21,l-2,r-PRIVATE,x-OUT,,,,,,,
c-MAL_DOWN,d-21,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-MAL_DOWN,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-MAL_DOWN,d-36716,l-2,r-PRIVATE,x-OUT,,,,,,,
c-MAL_DOWN,d-36716,l-2,p-FTP,r-PRIVATE,,,,,,,
c-MAL_DOWN,d-36716,l-2,p-FTP,x-OUT,,,,,,,
c-MAL_DOWN,d-36716,p-FTP,r-PRIVATE,x-OUT,,,,,,,
c-MAL_DOWN,l-2,p-FTP,r-PRIVATE,x-OUT,,,,,,,
d-36716,l-2,p-FTP,r-PRIVATE,x-OUT,,,,,,,
c-MAL_DOWN,d-21,l-2,p-FTP,r-PRIVATE,,,,,,,
c-MAL_DOWN,d-21,l-2,p-FTP,x-OUT,,,,,,,
c-MAL_DOWN,d-21,p-FTP,r-PRIVATE,x-OUT,,,,,,,
d-21,l-2,p-FTP,r-PRIVATE,x-OUT,,,,,,,
c-CNC_COM,d-7000,l-2,p-TCP,r-PRIVATE,,,,,,,
c-CNC_COM,d-7000,l-2,p-TCP,x-OUT,,,,,,,
c-CNC_COM,d-7000,l-2,r-PRIVATE,x-OUT,,,,,,,
c-CNC_COM,d-7000,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-CNC_COM,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-7000,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-CNC_COM,d-54847,l-2,p-TCP,r-PRIVATE,,,,,,,
c-CNC_COM,d-54847,l-2,p-TCP,x-OUT,,,,,,,
c-CNC_COM,d-54847,l-2,r-PRIVATE,x-OUT,,,,,,,
c-CNC_COM,d-54847,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-54847,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-80,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-80,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-80,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-80,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50955,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50955,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50955,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50955,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50955,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50956,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50956,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50956,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50956,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50956,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50957,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50957,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50957,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50957,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50957,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50958,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50958,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50958,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50958,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50958,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50959,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50959,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50959,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50959,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50959,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50960,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50960,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50960,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50960,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50960,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50961,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50961,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50961,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50961,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50961,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50962,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50962,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50962,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50962,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50962,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50963,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50963,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50963,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50963,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50963,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50964,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50964,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50964,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50964,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50964,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50965,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50965,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50965,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50965,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50965,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50966,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50966,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50966,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50966,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50966,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50967,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50967,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50967,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50967,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50967,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50968,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50968,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50968,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50968,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50968,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50969,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50969,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50969,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50969,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50969,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50970,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50970,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50970,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50970,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50970,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50971,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50971,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50971,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50971,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50971,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50972,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50972,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50972,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50972,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50972,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50973,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50973,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50973,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50973,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50973,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50974,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50974,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50974,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50974,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50974,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50975,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50975,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50975,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50975,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50975,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50976,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50976,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50976,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50976,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50976,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50977,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50977,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50977,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50977,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50977,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50978,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50978,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50978,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50978,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50978,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50979,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50979,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50979,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50979,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50979,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50980,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50980,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50980,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50980,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50980,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50981,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50981,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50981,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50981,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50981,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50982,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50982,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50982,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50982,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50982,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50983,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50983,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50983,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50983,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50983,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50984,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50984,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50984,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50984,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50984,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50985,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50985,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50985,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50985,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50985,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50986,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50986,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50986,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50986,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50986,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50987,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50987,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50987,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50987,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50987,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50988,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50988,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50988,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50988,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50988,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50989,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50989,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50989,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50989,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50989,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50990,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50990,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50990,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50990,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50990,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50991,l-2,p-TCP,r-PRIVATE,,,,,,,
c-DDOS,d-50991,l-2,p-TCP,x-OUT,,,,,,,
c-DDOS,d-50991,l-2,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50991,p-TCP,r-PRIVATE,x-OUT,,,,,,,
d-50991,l-2,p-TCP,r-PRIVATE,x-OUT,,,,,,,
c-DDOS,d-50992,l-2,p-TCP,r-PRIVATE,,,,,,,
